investor_id,Active_Months,Continuation_Status
INV004659,9,Consistent
INV004660,7,Consistent
INV004661,9,Consistent
INV004662,2,Dropped
INV004663,1,Dropped
INV004664,7,Consistent
INV004665,7,Consistent
INV004666,6,Consistent
INV004667,3,Dropped
INV004668,4,Dropped
INV004669,5,Dropped
INV004670,1,Dropped
INV004671,1,Dropped
INV004672,10,Consistent
INV004673,5,Dropped
INV004674,2,Dropped
INV004675,1,Dropped
INV004676,3,Dropped
INV004677,5,Dropped
INV004678,7,Consistent
INV004679,4,Dropped
INV004680,5,Dropped
INV004681,3,Dropped
INV004682,9,Consistent
INV004683,2,Dropped
INV004684,3,Dropped
INV004685,1,Dropped
INV004686,3,Dropped
INV004687,6,Consistent
INV004688,7,Consistent
INV004689,6,Consistent
INV004690,1,Dropped
INV004691,5,Dropped
INV004692,9,Consistent
INV004693,7,Consistent
INV004694,6,Consistent
INV004695,8,Consistent
INV004696,3,Dropped
INV004697,3,Dropped
INV004698,4,Dropped
INV004699,5,Dropped
INV004700,4,Dropped
INV004701,6,Consistent
INV004702,4,Dropped
INV004703,5,Dropped
INV004704,8,Consistent
INV004705,3,Dropped
INV004706,1,Dropped
INV004707,1,Dropped
INV004708,1,Dropped
INV004709,5,Dropped
INV004710,1,Dropped
INV004711,7,Consistent
INV004712,8,Consistent
INV004713,2,Dropped
INV004714,2,Dropped
INV004715,5,Dropped
INV004716,6,Consistent
INV004717,4,Dropped
INV004718,4,Dropped
INV004719,5,Dropped
INV004720,8,Consistent
INV004721,3,Dropped
INV004722,7,Consistent
INV004723,3,Dropped
INV004724,6,Consistent
INV004725,3,Dropped
INV004726,3,Dropped
INV004727,2,Dropped
INV004728,3,Dropped
INV004729,4,Dropped
INV004730,3,Dropped
INV004731,5,Dropped
INV004732,1,Dropped
INV004733,7,Consistent
INV004734,6,Consistent
INV004735,5,Dropped
INV004736,3,Dropped
INV004737,10,Consistent
INV004738,9,Consistent
INV004739,8,Consistent
INV004740,4,Dropped
INV004741,7,Consistent
INV004742,6,Consistent
INV004743,3,Dropped
INV004744,6,Consistent
INV004745,8,Consistent
INV004746,2,Dropped
INV004747,6,Consistent
INV004748,7,Consistent
INV004749,4,Dropped
INV004750,4,Dropped
INV004751,4,Dropped
INV004752,6,Consistent
INV004753,7,Consistent
INV004754,6,Consistent
INV004755,6,Consistent
INV004756,8,Consistent
INV004757,1,Dropped
INV004758,3,Dropped
INV004759,3,Dropped
INV004760,3,Dropped
INV004761,7,Consistent
INV004762,1,Dropped
INV004763,7,Consistent
INV004764,9,Consistent
INV004765,5,Dropped
INV004766,1,Dropped
INV004767,4,Dropped
INV004768,3,Dropped
INV004769,6,Consistent
INV004770,10,Consistent
INV004771,7,Consistent
INV004772,3,Dropped
INV004773,1,Dropped
INV004774,7,Consistent
INV004775,4,Dropped
INV004776,8,Consistent
INV004777,3,Dropped
INV004778,5,Dropped
INV004779,2,Dropped
INV004780,11,Consistent
INV004781,5,Dropped
INV004782,1,Dropped
INV004783,4,Dropped
INV004784,6,Consistent
INV004785,8,Consistent
INV004786,5,Dropped
INV004787,9,Consistent
INV004788,3,Dropped
INV004789,1,Dropped
INV004790,6,Consistent
INV004791,5,Dropped
INV004792,3,Dropped
INV004793,2,Dropped
INV004794,9,Consistent
INV004795,3,Dropped
INV004796,5,Dropped
INV004797,10,Consistent
INV004798,8,Consistent
INV004799,3,Dropped
INV004800,2,Dropped
INV004801,4,Dropped
INV004802,7,Consistent
INV004803,6,Consistent
INV004804,10,Consistent
INV004805,8,Consistent
INV004806,2,Dropped
INV004807,7,Consistent
INV004808,4,Dropped
INV004809,2,Dropped
INV004810,3,Dropped
INV004811,8,Consistent
INV004812,4,Dropped
INV004813,7,Consistent
INV004814,4,Dropped
INV004815,3,Dropped
INV004816,4,Dropped
INV004817,5,Dropped
INV004818,9,Consistent
INV004819,9,Consistent
INV004820,5,Dropped
INV004821,7,Consistent
INV004822,7,Consistent
INV004823,6,Consistent
INV004824,2,Dropped
INV004825,7,Consistent
INV004826,8,Consistent
INV004827,7,Consistent
INV004828,6,Consistent
INV004829,5,Dropped
INV004830,6,Consistent
INV004831,6,Consistent
INV004832,4,Dropped
INV004833,7,Consistent
INV004834,7,Consistent
INV004835,8,Consistent
INV004836,9,Consistent
INV004837,6,Consistent
INV004838,1,Dropped
INV004839,3,Dropped
INV004840,9,Consistent
INV004841,8,Consistent
INV004842,4,Dropped
INV004843,7,Consistent
INV004844,8,Consistent
INV004845,9,Consistent
INV004846,6,Consistent
INV004847,8,Consistent
INV004848,8,Consistent
INV004849,7,Consistent
INV004850,10,Consistent
INV004851,7,Consistent
INV004852,4,Dropped
INV004853,6,Consistent
INV004854,6,Consistent
INV004855,7,Consistent
INV004856,5,Dropped
INV004857,6,Consistent
INV004858,6,Consistent
INV004859,1,Dropped
INV004860,7,Consistent
INV004861,3,Dropped
INV004862,2,Dropped
INV004863,7,Consistent
INV004864,11,Consistent
INV004865,7,Consistent
INV004866,8,Consistent
INV004867,4,Dropped
INV004868,6,Consistent
INV004869,4,Dropped
INV004870,3,Dropped
INV004871,9,Consistent
INV004872,3,Dropped
INV004873,1,Dropped
INV004874,7,Consistent
INV004875,9,Consistent
INV004876,5,Dropped
INV004877,7,Consistent
INV004878,1,Dropped
INV004879,1,Dropped
INV004880,6,Consistent
INV004881,3,Dropped
INV004882,3,Dropped
INV004883,3,Dropped
INV004884,3,Dropped
INV004885,9,Consistent
INV004886,6,Consistent
INV004887,5,Dropped
INV004888,4,Dropped
INV004889,9,Consistent
INV004890,4,Dropped
INV004891,9,Consistent
INV004892,8,Consistent
INV004893,3,Dropped
INV004894,5,Dropped
INV004895,4,Dropped
INV004896,9,Consistent
INV004897,1,Dropped
INV004898,2,Dropped
INV004899,7,Consistent
INV004900,6,Consistent
INV004901,6,Consistent
INV004902,3,Dropped
INV004903,6,Consistent
INV004904,4,Dropped
INV004905,2,Dropped
INV004906,4,Dropped
INV004907,5,Dropped
INV004908,5,Dropped
INV004909,1,Dropped
INV004910,7,Consistent
INV004911,9,Consistent
INV004912,5,Dropped
INV004913,8,Consistent
INV004914,8,Consistent
INV004915,8,Consistent
INV004916,9,Consistent
INV004917,7,Consistent
INV004918,8,Consistent
INV004919,8,Consistent
INV004920,5,Dropped
INV004921,1,Dropped
INV004922,7,Consistent
INV004923,4,Dropped
INV004924,7,Consistent
INV004925,10,Consistent
INV004926,9,Consistent
INV004927,7,Consistent
INV004928,2,Dropped
INV004929,4,Dropped
INV004930,5,Dropped
INV004931,2,Dropped
INV004932,8,Consistent
INV004933,6,Consistent
INV004934,5,Dropped
INV004935,2,Dropped
INV004936,1,Dropped
INV004937,2,Dropped
INV004938,5,Dropped
INV004939,8,Consistent
INV004940,2,Dropped
INV004941,1,Dropped
INV004942,4,Dropped
INV004943,4,Dropped
INV004944,4,Dropped
INV004945,7,Consistent
INV004946,2,Dropped
INV004947,7,Consistent
INV004948,6,Consistent
INV004949,3,Dropped
INV004950,7,Consistent
INV004951,5,Dropped
INV004952,4,Dropped
INV004953,8,Consistent
INV004954,4,Dropped
INV004955,4,Dropped
INV004956,8,Consistent
INV004957,8,Consistent
INV004958,8,Consistent
INV004959,8,Consistent
INV004960,5,Dropped
INV004961,5,Dropped
INV004962,6,Consistent
INV004963,6,Consistent
INV004964,4,Dropped
INV004965,2,Dropped
INV004966,2,Dropped
INV004967,7,Consistent
INV004968,5,Dropped
INV004969,8,Consistent
INV004970,6,Consistent
INV004971,3,Dropped
INV004972,5,Dropped
INV004973,9,Consistent
INV004974,7,Consistent
INV004975,1,Dropped
INV004976,1,Dropped
INV004977,4,Dropped
INV004978,9,Consistent
INV004979,5,Dropped
INV004980,6,Consistent
INV004981,9,Consistent
INV004982,8,Consistent
INV004983,7,Consistent
INV004984,9,Consistent
INV004985,5,Dropped
INV004986,6,Consistent
INV004987,4,Dropped
INV004988,3,Dropped
INV004989,6,Consistent
INV004990,7,Consistent
INV004991,2,Dropped
INV004992,9,Consistent
INV004993,7,Consistent
INV004994,4,Dropped
INV004995,5,Dropped
INV004996,9,Consistent
INV004997,9,Consistent
INV004998,6,Consistent
INV004999,8,Consistent
INV005000,1,Dropped
